_id,itn_competancy_mapping.u12boys,itn_competancy_mapping.u14boys,itn_competancy_mapping.u16boys,itn_competancy_mapping.u18boys,itn_level,itn_level_mapping.u12boys,itn_level_mapping.u12girls,itn_level_mapping.u14boys,itn_level_mapping.u14girls,itn_level_mapping.u16boys,itn_level_mapping.u16girls,itn_level_mapping.u18boys,table_name
61bf45796e19169c42c3c0e9,"[""Mental-Emotional"",""Tactical"",""Technical""]","[""Tactical"",""Technical""]","[""Mental-Emotional"",""Technical""]","[""Mental-Emotional"",""Tactical""]","[""u12boys"",""u14boys"",""u16boys"",""u18boys"",""u12girls"",""u14girls"",""u16girls"",""u18boys""]",boys under 12,girls under 12,boys under 14,girls under 14,boys under 16,girls under 16,girls under 18,competancy_bundle_data
